"36-4509500","HEART FOR AFRICA INC","Administration","2007","182126"
"36-4509500","HEART FOR AFRICA INC","Administration","2008","144303"
"36-4509500","HEART FOR AFRICA INC","Administration","2009","152532"
"36-4509500","HEART FOR AFRICA INC","Administration","2010","190162"
"36-4509500","HEART FOR AFRICA INC","Administration","2011","105439"
"36-4509500","HEART FOR AFRICA INC","Contributions","2007","1757523"
"36-4509500","HEART FOR AFRICA INC","Contributions","2008","1786474"
"36-4509500","HEART FOR AFRICA INC","Contributions","2009","3235435"
"36-4509500","HEART FOR AFRICA INC","Contributions","2010","2923773"
"36-4509500","HEART FOR AFRICA INC","Contributions","2011","2320757"
"36-4509500","HEART FOR AFRICA INC","Fundraising/Other","2007","35567"
"36-4509500","HEART FOR AFRICA INC","Fundraising/Other","2008","59049"
"36-4509500","HEART FOR AFRICA INC","Fundraising/Other","2009","117355"
"36-4509500","HEART FOR AFRICA INC","Fundraising/Other","2010","136889"
"36-4509500","HEART FOR AFRICA INC","Fundraising/Other","2011","291573"
"36-4509500","HEART FOR AFRICA INC","Government Grants","2011","0"
"36-4509500","HEART FOR AFRICA INC","Investments","2007","5679"
"36-4509500","HEART FOR AFRICA INC","Investments","2008","2184"
"36-4509500","HEART FOR AFRICA INC","Investments","2009","643"
"36-4509500","HEART FOR AFRICA INC","Investments","2010","1141"
"36-4509500","HEART FOR AFRICA INC","Investments","2011","174"
"36-4509500","HEART FOR AFRICA INC","Net Gain/Loss","2007","99813"
"36-4509500","HEART FOR AFRICA INC","Net Gain/Loss","2008","157342"
"36-4509500","HEART FOR AFRICA INC","Net Gain/Loss","2009","14876"
"36-4509500","HEART FOR AFRICA INC","Net Gain/Loss","2010","231158"
"36-4509500","HEART FOR AFRICA INC","Net Gain/Loss","2011","74023"
"36-4509500","HEART FOR AFRICA INC","Other","2011","0"
"36-4509500","HEART FOR AFRICA INC","Program Services","2009","0"
"36-4509500","HEART FOR AFRICA INC","Program Services","2010","1017"
"36-4509500","HEART FOR AFRICA INC","Program Services","2011","0"
"36-4509500","HEART FOR AFRICA INC","Program Services Expenses","2007","1445696"
"36-4509500","HEART FOR AFRICA INC","Program Services Expenses","2008","1840728"
"36-4509500","HEART FOR AFRICA INC","Program Services Expenses","2009","3041107"
"36-4509500","HEART FOR AFRICA INC","Program Services Expenses","2010","2517347"
"36-4509500","HEART FOR AFRICA INC","Program Services Expenses","2011","2193478"
"36-4509500","HEART FOR AFRICA INC","Sales","2010","0"
"36-4509500","HEART FOR AFRICA INC","Sales","2011","7502"
"36-4509500","HEART FOR AFRICA INC","Special Events","2007","0"
"36-4509500","HEART FOR AFRICA INC","Special Events","2008","98080"
"36-4509500","HEART FOR AFRICA INC","Special Events","2009","61326"
"36-4509500","HEART FOR AFRICA INC","Special Events","2010","149625"
"36-4509500","HEART FOR AFRICA INC","Special Events","2011","203038"
"36-4509500","HEART FOR AFRICA INC","Total Expenses","2007","1663389"
"36-4509500","HEART FOR AFRICA INC","Total Expenses","2008","2044080"
"36-4509500","HEART FOR AFRICA INC","Total Expenses","2009","3310994"
"36-4509500","HEART FOR AFRICA INC","Total Expenses","2010","2844398"
"36-4509500","HEART FOR AFRICA INC","Total Expenses","2011","2590490"
"36-4509500","HEART FOR AFRICA INC","Total Revenue","2007","1763202"
"36-4509500","HEART FOR AFRICA INC","Total Revenue","2008","1886738"
"36-4509500","HEART FOR AFRICA INC","Total Revenue","2009","3296118"
"36-4509500","HEART FOR AFRICA INC","Total Revenue","2010","3075556"
"36-4509500","HEART FOR AFRICA INC","Total Revenue","2011","2516467"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Administration","2002","194869"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Administration","2003","304909"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Administration","2004","332677"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Administration","2005","444304"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Administration","2006","186575"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Contributions","2006","0"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Fundraising/Other","2006","0"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Government Grants","2006","0"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Investments","2006","0"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Net Gain/Loss","2002","21013"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Net Gain/Loss","2003","90350"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Net Gain/Loss","2004","34436"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Net Gain/Loss","2005","33327"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Net Gain/Loss","2006","12746"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Other","2002","113469"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Other","2003","19808"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Other","2004","1955"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Other","2005","88"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Other","2006","164"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services","2002","792869"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services","2003","1448701"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services","2004","1230244"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services","2005","1279218"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services","2006","1262087"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services Expenses","2002","686606"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services Expenses","2003","1253950"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services Expenses","2004","865086"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services Expenses","2005","801675"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Program Services Expenses","2006","1062930"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Sales","2006","0"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Special Events","2006","0"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Expenses","2002","885325"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Expenses","2003","1558859"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Expenses","2004","1197763"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Expenses","2005","1245979"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Expenses","2006","1249505"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Revenue","2002","906338"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Revenue","2003","1468509"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Revenue","2004","1232199"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Revenue","2005","1279306"
"38-3646394","JOPLIN RIVER OF LIFE MINISTRIES INC","Total Revenue","2006","1262251"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Administration","2007","171547"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Administration","2008","86411"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Administration","2009","161363"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Administration","2010","93972"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Administration","2011","76529"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Contributions","2007","1344708"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Contributions","2008","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Contributions","2009","1357648"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Contributions","2010","737720"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Contributions","2011","1059338"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Fundraising/Other","2007","17805"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Fundraising/Other","2008","4918"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Fundraising/Other","2009","21808"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Fundraising/Other","2010","16976"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Fundraising/Other","2011","11368"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Government Grants","2011","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Investments","2008","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Investments","2009","32696"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Investments","2010","672"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Investments","2011","12907"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Net Gain/Loss","2007","122251"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Net Gain/Loss","2008","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Net Gain/Loss","2009","5317"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Net Gain/Loss","2010","43901"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Net Gain/Loss","2011","175794"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Other","2011","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Program Services","2011","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Program Services Expenses","2007","1033105"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Program Services Expenses","2008","496670"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Program Services Expenses","2009","1136464"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Program Services Expenses","2010","583543"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Program Services Expenses","2011","1134328"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Sales","2011","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Special Events","2011","0"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Expenses","2007","1222457"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Expenses","2008","587999"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Expenses","2009","1319635"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Expenses","2010","694491"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Expenses","2011","1222225"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Revenue","2007","1344708"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Revenue","2008","434424"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Revenue","2009","1324952"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Revenue","2010","738392"
"41-1719055","CHURCH ON THE MOVE INTERNATIONAL INC","Total Revenue","2011","1046431"
"42-1609523","KABBALAH MADE EASY","Administration","2005","16797"
"42-1609523","KABBALAH MADE EASY","Administration","2006","42526"
"42-1609523","KABBALAH MADE EASY","Administration","2007","51661"
"42-1609523","KABBALAH MADE EASY","Administration","2008","13901"
"42-1609523","KABBALAH MADE EASY","Administration","2010","250"
"42-1609523","KABBALAH MADE EASY","Contributions","2007","0"
"42-1609523","KABBALAH MADE EASY","Contributions","2008","107577"
"42-1609523","KABBALAH MADE EASY","Contributions","2010","90772"
"42-1609523","KABBALAH MADE EASY","Fundraising/Other","2005","3374"
"42-1609523","KABBALAH MADE EASY","Fundraising/Other","2006","2981"
"42-1609523","KABBALAH MADE EASY","Fundraising/Other","2007","1246"
"42-1609523","KABBALAH MADE EASY","Fundraising/Other","2008","6160"
"42-1609523","KABBALAH MADE EASY","Fundraising/Other","2010","7264"
"42-1609523","KABBALAH MADE EASY","Government Grants","2010","0"
"42-1609523","KABBALAH MADE EASY","Investments","2010","0"
"42-1609523","KABBALAH MADE EASY","Net Gain/Loss","2007","0"
"42-1609523","KABBALAH MADE EASY","Net Gain/Loss","2008","48"
"42-1609523","KABBALAH MADE EASY","Net Gain/Loss","2010","7264"
"42-1609523","KABBALAH MADE EASY","Other","2010","0"
"42-1609523","KABBALAH MADE EASY","Program Services","2010","0"
"42-1609523","KABBALAH MADE EASY","Program Services Expenses","2005","86750"
"42-1609523","KABBALAH MADE EASY","Program Services Expenses","2006","86686"
"42-1609523","KABBALAH MADE EASY","Program Services Expenses","2007","64048"
"42-1609523","KABBALAH MADE EASY","Program Services Expenses","2008","87564"
"42-1609523","KABBALAH MADE EASY","Program Services Expenses","2010","75994"
"42-1609523","KABBALAH MADE EASY","Sales","2010","0"
"42-1609523","KABBALAH MADE EASY","Special Events","2010","0"
"42-1609523","KABBALAH MADE EASY","Total Expenses","2005","106921"
"42-1609523","KABBALAH MADE EASY","Total Expenses","2006","141432"
"42-1609523","KABBALAH MADE EASY","Total Expenses","2007","126356"
"42-1609523","KABBALAH MADE EASY","Total Expenses","2008","107625"
"42-1609523","KABBALAH MADE EASY","Total Expenses","2010","83508"
"42-1609523","KABBALAH MADE EASY","Total Revenue","2005","94284"
"42-1609523","KABBALAH MADE EASY","Total Revenue","2006","130802"
"42-1609523","KABBALAH MADE EASY","Total Revenue","2007","123109"
"42-1609523","KABBALAH MADE EASY","Total Revenue","2008","107577"
"42-1609523","KABBALAH MADE EASY","Total Revenue","2010","90772"
"43-0677632","PEACE HAVEN","Administration","2000","252565"
"43-0677632","PEACE HAVEN","Administration","2001","298547"
"43-0677632","PEACE HAVEN","Administration","2002","300743"
"43-0677632","PEACE HAVEN","Administration","2003","366896"
"43-0677632","PEACE HAVEN","Administration","2011","246872"
"43-0677632","PEACE HAVEN","Contributions","2000","408500"
"43-0677632","PEACE HAVEN","Contributions","2001","613536"
"43-0677632","PEACE HAVEN","Contributions","2002","426109"
"43-0677632","PEACE HAVEN","Contributions","2003","278257"
"43-0677632","PEACE HAVEN","Contributions","2011","188690"
"43-0677632","PEACE HAVEN","Fundraising/Other","2000","6283"
"43-0677632","PEACE HAVEN","Fundraising/Other","2001","8124"
"43-0677632","PEACE HAVEN","Fundraising/Other","2002","6388"
"43-0677632","PEACE HAVEN","Fundraising/Other","2003","9329"
"43-0677632","PEACE HAVEN","Fundraising/Other","2011","54479"
"43-0677632","PEACE HAVEN","Government Grants","2011","0"
"43-0677632","PEACE HAVEN","Investments","2000","366322"
"43-0677632","PEACE HAVEN","Investments","2001","108166"
"43-0677632","PEACE HAVEN","Investments","2002","81223"
"43-0677632","PEACE HAVEN","Investments","2003","11009"
"43-0677632","PEACE HAVEN","Investments","2011","715390"
"43-0677632","PEACE HAVEN","Net Gain/Loss","2000","168729"
"43-0677632","PEACE HAVEN","Net Gain/Loss","2001","354241"
"43-0677632","PEACE HAVEN","Net Gain/Loss","2002","353502"
"43-0677632","PEACE HAVEN","Net Gain/Loss","2003","420307"
"43-0677632","PEACE HAVEN","Net Gain/Loss","2011","448444"
"43-0677632","PEACE HAVEN","Other","2011","0"
"43-0677632","PEACE HAVEN","Program Services","2000","1128930"
"43-0677632","PEACE HAVEN","Program Services","2001","970580"
"43-0677632","PEACE HAVEN","Program Services","2002","1067112"
"43-0677632","PEACE HAVEN","Program Services","2003","1312758"
"43-0677632","PEACE HAVEN","Program Services","2011","1218847"
"43-0677632","PEACE HAVEN","Program Services Expenses","2000","1476175"
"43-0677632","PEACE HAVEN","Program Services Expenses","2001","1523520"
"43-0677632","PEACE HAVEN","Program Services Expenses","2002","1620815"
"43-0677632","PEACE HAVEN","Program Services Expenses","2003","1646107"
"43-0677632","PEACE HAVEN","Program Services Expenses","2011","2270020"
"43-0677632","PEACE HAVEN","Sales","2011","0"
"43-0677632","PEACE HAVEN","Special Events","2011","0"
"43-0677632","PEACE HAVEN","Total Expenses","2000","1735023"
"43-0677632","PEACE HAVEN","Total Expenses","2001","1830191"
"43-0677632","PEACE HAVEN","Total Expenses","2002","1927947"
"43-0677632","PEACE HAVEN","Total Expenses","2003","2022332"
"43-0677632","PEACE HAVEN","Total Expenses","2011","2571371"
"43-0677632","PEACE HAVEN","Total Revenue","2000","1903752"
"43-0677632","PEACE HAVEN","Total Revenue","2001","1475950"
"43-0677632","PEACE HAVEN","Total Revenue","2002","1574445"
"43-0677632","PEACE HAVEN","Total Revenue","2003","1602025"
"43-0677632","PEACE HAVEN","Total Revenue","2011","2122927"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Administration","2007","558256"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Administration","2008","527877"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Administration","2009","223713"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Administration","2010","243869"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Administration","2011","258859"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Contributions","2007","3780910"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Contributions","2008","3547712"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Contributions","2009","2924454"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Contributions","2010","3530303"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Contributions","2011","3420960"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Fundraising/Other","2007","692362"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Fundraising/Other","2008","503374"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Fundraising/Other","2009","570545"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Fundraising/Other","2010","605559"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Fundraising/Other","2011","587702"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Government Grants","2011","0"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Investments","2007","1016065"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Investments","2008","715809"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Investments","2009","993887"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Investments","2010","1114819"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Investments","2011","1034376"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Net Gain/Loss","2007","2712908"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Net Gain/Loss","2008","2433426"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Net Gain/Loss","2009","2083266"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Net Gain/Loss","2010","126414"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Net Gain/Loss","2011","164957"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Other","2007","176825"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Other","2008","199468"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Other","2009","229604"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Other","2010","7274"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Other","2011","7532"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services","2009","0"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services","2010","12000"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services","2011","0"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services Expenses","2007","1045378"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services Expenses","2008","1070083"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services Expenses","2009","1363263"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services Expenses","2010","3941382"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Program Services Expenses","2011","3451350"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Sales","2011","0"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Special Events","2007","35104"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Special Events","2008","71771"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Special Events","2009","92842"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Special Events","2011","0"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Expenses","2007","2295996"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Expenses","2008","2101334"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Expenses","2009","2157521"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Expenses","2010","4790810"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Expenses","2011","4297911"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Revenue","2007","5008904"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Revenue","2008","4534760"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Revenue","2009","4240787"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Revenue","2010","4664396"
"43-0697046","MISSOURI BAPTIST CHILDRENS HOME","Total Revenue","2011","4462868"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Administration","2007","753287"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Administration","2008","743371"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Administration","2009","714268"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Administration","2010","741860"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Administration","2011","681700"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Contributions","2007","563745"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Contributions","2008","462768"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Contributions","2009","1347815"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Contributions","2010","750952"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Contributions","2011","846069"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Fundraising/Other","2008","0"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Fundraising/Other","2009","132766"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Fundraising/Other","2010","131829"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Fundraising/Other","2011","161887"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Government Grants","2011","0"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Investments","2007","166087"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Investments","2008","118449"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Investments","2009","115124"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Investments","2010","66774"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Investments","2011","158341"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Net Gain/Loss","2007","136151"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Net Gain/Loss","2008","282881"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Net Gain/Loss","2009","319429"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Net Gain/Loss","2010","44253"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Net Gain/Loss","2011","176286"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Other","2007","1210033"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Other","2008","1126144"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Other","2009","877359"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Other","2010","847669"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Other","2011","830008"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services","2007","0"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services","2008","2162180"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services","2009","1864793"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services","2010","1964739"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services","2011","2003404"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services Expenses","2007","3295813"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services Expenses","2008","3409051"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services Expenses","2009","2808380"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services Expenses","2010","2800698"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Program Services Expenses","2011","2817949"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Sales","2007","2245386"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Sales","2011","0"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Special Events","2011","0"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Expenses","2007","4049100"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Expenses","2008","4152422"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Expenses","2009","3655414"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Expenses","2010","3674387"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Expenses","2011","3661536"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Revenue","2007","4185251"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Revenue","2008","3869541"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Revenue","2009","3974843"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Revenue","2010","3630134"
"43-0815211","NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY","Total Revenue","2011","3837822"
"43-0903057","Community of the Good Shepherd","Administration","2007","224450"
"43-0903057","Community of the Good Shepherd","Administration","2008","250554"
"43-0903057","Community of the Good Shepherd","Administration","2009","287757"
"43-0903057","Community of the Good Shepherd","Administration","2010","314750"
"43-0903057","Community of the Good Shepherd","Administration","2011","334790"
"43-0903057","Community of the Good Shepherd","Contributions","2007","858424"
"43-0903057","Community of the Good Shepherd","Contributions","2008","816896"
"43-0903057","Community of the Good Shepherd","Contributions","2009","287183"
"43-0903057","Community of the Good Shepherd","Contributions","2010","105626"
"43-0903057","Community of the Good Shepherd","Contributions","2011","62281"
"43-0903057","Community of the Good Shepherd","Fundraising/Other","2007","139411"
"43-0903057","Community of the Good Shepherd","Fundraising/Other","2008","83188"
"43-0903057","Community of the Good Shepherd","Fundraising/Other","2009","51502"
"43-0903057","Community of the Good Shepherd","Fundraising/Other","2010","52657"
