36-4509500,HEART FOR AFRICA INC,2008,RON VANDENBRINK,VICE CHAIR,$0
36-4509500,HEART FOR AFRICA INC,2008,SANDRA GREEN,SECRETARY,$0
36-4509500,HEART FOR AFRICA INC,2008,SUSAN PAGE,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2008,TIM HUNT,CHAIRMAN,$0
36-4509500,HEART FOR AFRICA INC,2009,Carl Watry,Treasurer,$0
36-4509500,HEART FOR AFRICA INC,2009,Christine Turner-Landry,Director,$0
36-4509500,HEART FOR AFRICA INC,2009,Howard Hodel,Director,$0
36-4509500,HEART FOR AFRICA INC,2009,Ian Maxwell,President,$102,024
36-4509500,HEART FOR AFRICA INC,2009,John Bardis,Director,$0
36-4509500,HEART FOR AFRICA INC,2009,Lisa McGuire,Director,$0
36-4509500,HEART FOR AFRICA INC,2009,Name,Title,Compensation
36-4509500,HEART FOR AFRICA INC,2009,Rick Bishop,Chairman,$0
36-4509500,HEART FOR AFRICA INC,2009,Rob Cassell,Director,$0
36-4509500,HEART FOR AFRICA INC,2009,Ron VandenBrink,Vice Chairman,$0
36-4509500,HEART FOR AFRICA INC,2009,Sandra Green,Secretary,$0
36-4509500,HEART FOR AFRICA INC,2009,Tim Hunt,Director,$0
36-4509500,HEART FOR AFRICA INC,2009,Wayne Clark,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Ann Williams,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Carl Watry,Treasurer,$0
36-4509500,HEART FOR AFRICA INC,2010,Howard Hodel,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Ian Maxwell,President,$102,024
36-4509500,HEART FOR AFRICA INC,2010,Laura Moss,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Lisa McGuire,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Name,Title,Compensation
36-4509500,HEART FOR AFRICA INC,2010,Rick Bishop,Chairman,$0
36-4509500,HEART FOR AFRICA INC,2010,Rob Cassell,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Tim Hunt,Director,$0
36-4509500,HEART FOR AFRICA INC,2010,Tom Finucane,Director,$0
36-4509500,HEART FOR AFRICA INC,2011,Ann Williams,Director,$0
36-4509500,HEART FOR AFRICA INC,2011,Carl Watry,Treasurer,$0
36-4509500,HEART FOR AFRICA INC,2011,Howard Hodel,Vice Chairman,$0
36-4509500,HEART FOR AFRICA INC,2011,Ian Maxwell,President,$102,024
36-4509500,HEART FOR AFRICA INC,2011,Laura Moss,Director,$0
36-4509500,HEART FOR AFRICA INC,2011,Name,Title,Compensation
36-4509500,HEART FOR AFRICA INC,2011,Ned Lehman,Secretary,$0
36-4509500,HEART FOR AFRICA INC,2011,Rick Bishop,Chairman,$0
36-4509500,HEART FOR AFRICA INC,2011,Rob Cassell,Director,$0
36-4509500,HEART FOR AFRICA INC,2011,Tim Hunt,Director,$0
36-4509500,HEART FOR AFRICA INC,2011,Tom Finucane,Director,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,CHARITY MITCHELL,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,DONNIE ANDERSON,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,JAMES EDWARD SHIESSWOHL,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,Name,Title,Compensation
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,RITA RENA NICHOLS,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,THELMA CAULFIELD,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2002,TONY GILMORE,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,CHARITY MITCHELL,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,DONNIE ANDERSON,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,JAMES EDWARD SHISSWOHL,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,Name,Title,Compensation
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,RITA RENA NICHOLS,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,THELMA CAULFIELD,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2003,TONY GILMORE,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2004,CALVIN WHEELER,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2004,LAVERNE DUPONT,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2004,MATT BARRETT,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2004,Name,Title,Compensation
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2004,SHANNON P SPEARS,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2004,WALTER TAYLOR,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2005,CALVIN WHEELER,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2005,MATT BARRETT,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2005,Name,Title,Compensation
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2005,PAT DEWEY,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2005,WALTER TAYLOR,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2006,CALVIN WHEELER,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2006,MATT BARRETT,OFFICER,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2006,Name,Title,Compensation
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2006,PAT DEWEY,DIRECTOR,$0
38-3646394,JOPLIN RIVER OF LIFE MINISTRIES INC,2006,WALTER TAYLOR,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,BARB LIVINGSTON,SEC/TREAS/DIRECTOR/KEY EMP,$7,246
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,FRANK LIVINGSTON,DIRECTOR/KEY EMPLOYEE,$7,246
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,GLENN SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,JACKIE SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,KAREN ANDERSON,VICE PRESIDENT/DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,MARK ANDERSON,PRESIDENT/DIRECTOR/KEY EMP,$39,103
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2007,Name,Title,Compensation
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,BARB LIVINGSTON,SEC/TREAS/DIRECTOR/KEY EMP,$7,622
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,FRANK LIVINGSTON,DIRECTOR/KEY EMPLOYEE,$6,878
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,GLENN SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,JACKIE SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,KAREN ANDERSON,VICE PRESIDENT/DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,MARK ANDERSON,PRESIDENT/DIRECTOR/KEY EMP,$23,890
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2008,Name,Title,Compensation
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,BARB LIVINGSTON,SEC/TREAS/DIRECTOR,$7,447
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,FRANK LIVINGSTON,DIRECTOR,$6,765
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,GLENN SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,JACKIE SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,KAREN ANDERSON,VICE PRESIDENT/DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,MARK ANDERSON,PRESIDENT/DIRECTOR,$75,041
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2009,Name,Title,Compensation
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,BARB LIVINGSTON,SEC/TREAS/DIRECTOR,$6,674
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,FRANK LIVINGSTON,DIRECTOR,$6,674
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,GLENN SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,JACKIE SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,KAREN ANDERSON,VICE PRESIDENT/DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,MARK ANDERSON,PRESIDENT/DIRECTOR,$59,018
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2010,Name,Title,Compensation
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,BARB LIVINGSTON,SEC/TREASURER/DIRECTOR,$5,572
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,FRANK LIVINGSTON,DIRECTOR,$5,572
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,GLENN SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,JACKIE SHEPPARD,DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,KAREN ANDERSON,VICE PRESIDENT/DIRECTOR,$0
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,MARK ANDERSON,PRESIDENT/DIRECTOR,$31,177
41-1719055,CHURCH ON THE MOVE INTERNATIONAL INC,2011,Name,Title,Compensation
42-1609523,KABBALAH MADE EASY,2006,Chava R. Weiman,Director,$0
42-1609523,KABBALAH MADE EASY,2006,Jack Fishman,Director,$0
42-1609523,KABBALAH MADE EASY,2006,Max L. Weiman,President, Director,$67,006
42-1609523,KABBALAH MADE EASY,2006,Name,Title,Compensation
42-1609523,KABBALAH MADE EASY,2008,Max Weiman,Rabbi,$40,500
42-1609523,KABBALAH MADE EASY,2008,Name,Title,Compensation
42-1609523,KABBALAH MADE EASY,2010,Max Weiman Rabbi,,$56,902
42-1609523,KABBALAH MADE EASY,2010,Name,Title,Compensation
43-0677632,PEACE HAVEN,2000,MR. CALVIN WILLIAMS,,$0
43-0677632,PEACE HAVEN,2000,MR. JAMES ROLAND WRIGHT, JR.,,$0
43-0677632,PEACE HAVEN,2000,MR. SCOTT SHIVERS,,$0
43-0677632,PEACE HAVEN,2000,MRS. KATHERINE FITZER,,$0
43-0677632,PEACE HAVEN,2000,MRS. PATRICIA WATERSON,,$0
43-0677632,PEACE HAVEN,2000,MRS. PENNY SEAY,,$0
43-0677632,PEACE HAVEN,2000,Name,Title,Compensation
43-0677632,PEACE HAVEN,2000,THOMAS G. RUSSELL,,$0
43-0677632,PEACE HAVEN,2001,JAMES D. VAN HORN,,$0
43-0677632,PEACE HAVEN,2001,MR. CALVIN WILLIAMS,,$0
43-0677632,PEACE HAVEN,2001,MR. EMILIO CASTROMAN,,$0
43-0677632,PEACE HAVEN,2001,MR. JAMES ROLAND WRIGHT, JR.,,$0
43-0677632,PEACE HAVEN,2001,MR. JOHN MATUSEK,,$0
43-0677632,PEACE HAVEN,2001,MR. SCOTT SHIVERS,,$0
43-0677632,PEACE HAVEN,2001,MRS. KATHERINE FITZER,,$0
43-0677632,PEACE HAVEN,2001,MRS. PENNY SEAY,,$0
43-0677632,PEACE HAVEN,2001,Name,Title,Compensation
43-0677632,PEACE HAVEN,2002,Mr Emilio Castroman,President,$0
43-0677632,PEACE HAVEN,2002,Mr Scott C Jenkins,,$0
43-0677632,PEACE HAVEN,2002,Mr Scott Shivers,Treasurer,$0
43-0677632,PEACE HAVEN,2002,Mr. George Reed,Finance Committee Chair,$0
43-0677632,PEACE HAVEN,2002,Mrs Cheryl Ranson,2nd Vice President,$0
43-0677632,PEACE HAVEN,2002,Mrs Penny Seay,1st Vice President,$0
43-0677632,PEACE HAVEN,2002,Ms Sue Slivka,Corporate Secretary,$0
43-0677632,PEACE HAVEN,2002,Name,Title,Compensation
43-0677632,PEACE HAVEN,2002,Pam McKean,Director of Operations/Administrator in Training,$0
43-0677632,PEACE HAVEN,2002,Suzan Foreman,Administrator,$0
43-0677632,PEACE HAVEN,2003,Mr Emilio Castroman (Bonnie),President,$0
43-0677632,PEACE HAVEN,2003,Mr Scott C Jenkins,Treasurer,$0
43-0677632,PEACE HAVEN,2003,Mrs Rose Bauer (John),TRUSTEE,$0
43-0677632,PEACE HAVEN,2003,Mrs. Cheryl Ranson,1st Vice-pres,$0
43-0677632,PEACE HAVEN,2003,Mrs. Ellen Thompson,TRUSTEE,$0
43-0677632,PEACE HAVEN,2003,Mrs. Susan Korthals,Corp. Sec,$0
43-0677632,PEACE HAVEN,2003,Mrs. Wendy Manker,2nd Vice-pres,$0
43-0677632,PEACE HAVEN,2003,Name,Title,Compensation
43-0677632,PEACE HAVEN,2003,Suzan Foreman,Administrator,$0
43-0677632,PEACE HAVEN,2011,ALLAN MARQUARDT II,TRUSTEE PRESIDENT,
43-0677632,PEACE HAVEN,2011,CHESTNUT BOOTH,TRUSTEE VICE PRESIDENT,
43-0677632,PEACE HAVEN,2011,DAVID GIBBS,TRUSTEE TREASURER,
43-0677632,PEACE HAVEN,2011,ERIC HERMANSON,TRUSTEE SECRETARY,
43-0677632,PEACE HAVEN,2011,LAUREL WALTERS,TRUSTEE 2ND VICE PRESIDENT,
43-0677632,PEACE HAVEN,2011,LINDA CAREY,TRUSTEE,
43-0677632,PEACE HAVEN,2011,MARCELLE PEARSON,TRUSTEE,
43-0677632,PEACE HAVEN,2011,MICHAEL SHOTWELL,TRUSTEE,
43-0677632,PEACE HAVEN,2011,Name,Title,Compensation
43-0677632,PEACE HAVEN,2011,NED MCCARTHY,TRUSTEE,
43-0677632,PEACE HAVEN,2011,SUZAN L. FOREMAN,ADMINISTRATOR,$81,035
43-0677632,PEACE HAVEN,2011,THOMAS FULLER,TRUSTEE,
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Dr. Carolyn J. Suyderhoud,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Dr. Elmer J McCully,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Dr. Elmer J. McCully,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Dr. William A. Vail,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,JOHN H. KOFFMAN,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Judge Kent Howald,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mr. Benjamin Whitener,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mr. Carl Jordan,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mr. John H. Koffman,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mr. Thomas T. O'Hare,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mr. U. Charles Logue,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Cara Peoples,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Dessie M. Stafford,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Donna Qualls,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. JoAnne M Royer,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Kathy Carpenter,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. LaMoine Hamilton,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Polly Twaddle,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Ramona A. McCready,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Robin L. Hassien,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Mrs. Robyn L. Hassien,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Ms. Beverly Corum,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Ms. Jean K. Land,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Name,Title,Compensation
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,RAYMOND R KENISON,PRESIDENT,$58,480
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Jarel Burnside,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Lyle E Coleman,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Mark Cote,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Michael M. Blaine,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Paul Swadley,Trustee Emeritus,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Robert McCutcheon,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Ronald G. Robinson,Recording Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,Rev. Tim Abanathy,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2007,RUSSELL MARTIN,EX. VP AND TREASURER,$49,723
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2008,Dr. Charles U Logue,Vice Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2008,JOHN H. KOFFMAN,Chairman,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2008,Mrs. Robin L. Hassien,Recordina Secretary,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2008,Name,Title,Compensation
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2008,RAYMOND R KENISON,PRESIDENT,$45,945
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2008,RUSSELL MARTIN,EX. VP AND TREASURER,$51,941
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2009,MR. URSON CHARLES LOGUE,CHAIRMAN,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2009,MR. W. CARL JORDAN,VICE-CHAIRMAN,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2009,MRS. JOANNE M ROYER,RECORDING SECRETARY,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2009,Name,Title,Compensation
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2009,RAYMOND R KENISON,PRESIDENT,$63,888
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2009,RUSSELL MARTIN,EX. VP AND TREASURER,$54,569
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,BENJAMIN WHITENER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,BETTY L COX,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,CARA PEOPLES,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DERALD L HARRIS,PUBLIC RELATIONS DIRECTOR,$25,775
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DONALD LARAMORE,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DR CHARLES U LOGUE,CHAIRMAN,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DR ELMER J MCCULLY,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DR RAYMOND R KENISON,PRESIDENT,$50,667
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DR ROBERT C SPRINGATE,VICE PRESIDENT, PUBLIC RELATIONS,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,DR RONALD BAKER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,JAMES W RIFFE,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,JOHN H KOFFMAN,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,JUDGE KENT HOWALD,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,JUDITH A ZAMKUS,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,LAMOINE HAMILTON,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,LARRY J WHEELER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,MARVIN R GOOD,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,MICHAEL BEASLEY,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,Name,Title,Compensation
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,R EUGENE BUTLER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,RAMONA A MCCREADY,SECRETARY,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV DAVID STEPHENSON,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV GARY PAYNE,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV JOHN F WILKINS,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV JOHNNY L EDWARDS,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV LANCE J LONG,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV PAUL SWADLEY,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV RODNEY D DORR,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,REV RONALD G ROBINSON,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,RICK TURNER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,RUSSELL MARTIN,EXECUTIVE VICE PRESIDENT AND TREASURER,$59,671
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,W CARL JORDAN,VICE CHAIRMAN,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2010,WALTER C EASTER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,BETTY LCOX,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,CARA PEOPLES,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DERALD L HARRIS,PUBLIC RELATIONS DIRECTOR,$27,089
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DONALD LARAMORE,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DR CHARLES U LOGUE,CHAIRMAN,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DR ELMER J MCCULLY,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DR RAYMOND R KENISON,PRESIDENT,$52,067
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DR ROBERT C SPRINGATE,VICE PRESIDENT, PUBLIC RELATION,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,DR RONALD BAKER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,JAMES WRIFFE,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,JOHN H KOFFMAN,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,JUDGE KENT HOWALD,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,JUDITH A ZAMKUS,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,LAMOINE HAMILTON,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,LARRY J WHEELER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,MARVIN R GOOD,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,MICHAEL BEASLEY,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,Name,Title,Compensation
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,R EUGENE BUTLER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,RAMONA A MCCREADY,SECRETARY,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV DAVID STEPHENSON,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV GARY PAYNE,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV JOHN F WILKINS,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV JOHNNY L EDWARDS,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV LANCE J LONG,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV PAULSWADLEY,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV RODNEY D DORR,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,REV RONALD G ROBINSON,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,RICK TURNER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,RUSSELL L MARTIN,EXECUTIVE VICE PRESIDENT A,$61,198
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,WALTER C EASTER,TRUSTEE,$0
43-0697046,MISSOURI BAPTIST CHILDRENS HOME,2011,WCARL JORDAN,VICE CHAIRMAN,$0
43-0815211,NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY,2007,MR DONALD A BRENNAN,DIRECTOR,
43-0815211,NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY,2007,MR JOHN MASCOTTE,DIRECTOR,
43-0815211,NATIONAL CATHOLIC REPORTER PUBLISHING COMPANY,2007,MR LANDON H ROWLAND,DIRECTOR,
